title,link,price,condition,processor,ssd,gpu,release_year,screen_size,ram,model
"Dell Latitude 5290 2-in-1 i5-8250U @ 1.60GHz 8GB RAM 256GB SSD Win10P LAPTOP.
Opens in a new window or tab",https://www.ebay.com/itm/277475432493?_skw=laptop&itmmeta=01K8YC54C01CKRAG3WPAJPJWTB&hash=item409ad3182d:g:Ql4AAeSw0x9pA9Vs&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fCEqNBL8iTqAZ%2FRNGYeRCr0ds9onZGzGH1UhqnDuf%2BDeN5O6yMQKSZiFv3van0UbU5Jc5GH5GcVRdtUMhmxTAeXFtVpsQ%2FnymV6cUdus%2FXG9L%2B3Si4WRI%2Bwot3tg3RfGz5ByuZs8qNTdwy%2BNrzNZdrglShrlm5LlCVUSqICW8LZM8VIYi3BBS1HWRUvP1PuA30Uwgmg5KVwwlQSlZ6d06T3moqDTCIgxUAJIxjb2leyw%3D%3D%7Ctkp%3ABk9SR8bGlMzHZg,$100.00,Used,i5-8250U,256 GB,,,12.5 in,,Dell Latitude 5290
"Lenovo Flex 11 Laptop - 17-inch Intel Celeron, 4GB RAM, 64GB - Used - Black
Opens in a new window or tab",https://www.ebay.com/itm/227050975539?_skw=laptop&itmmeta=01K8YC54C0EWQVAR27ANBPHTJK&hash=item34dd4af133:g:lfIAAeSw8FhpA5Vg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eJjxlldcuHsPQx6xOcWrOxrHF%2FNVHB%2FS76CdMJe0U%2BBF7D7w0nxcaw3XqvFjMLlXJv4FcF8rQbeUm3%2B%2B4eUyH8le7prNPg4FUofw9zlWZesZSXK1YlL%2BU%2FbC6eH20Rpm4%2B4uLL7CSt%2FTlDNAKWeQIw4ZtIRDeKZlVFfDqevcfLjf9And%2FMxlXO%2FjVnV%2Bg2Bm79U%2BOTZMZ9hAMfkWwPu0vguEKAobfShA6nCZoN09vgSQ%3D%3D%7Ctkp%3ABk9SR8bGlMzHZg,$49.99,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",N/A,,,,N/A,,
"Dell Latitude 5580 Laptop i5-7300U 2.6GHz 16GB RAM 500GB HDD Windows 8 Pro COA
Opens in a new window or tab",https://www.ebay.com/itm/277475237906?_skw=laptop&itmmeta=01K8YC54C0CSN4AZAPRT7X86G8&hash=item409ad02012:g:Qi8AAeSwsk5pA7Nk&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fVP6%2FYQy2bzWJ8jbUF6UwsBzG3zoZ7vFJ8n92eY85%2Fo%2FjJiUDlsELHV0%2BXC8Ml%2Ff7%2F6eIwnqjdKZjGZ2idxKzpO%2FILMnhfaebJOvhuhjD1G9t6DPK3SMOklpO6vwg4gsz%2F0B3jTraXjuwHsV2Rrr6S63njS46DPmFxUrTgDEiYv7O0mfzvexOplKU9oeaetecjUcBu9KzO8Mja6832HrvMdx5TPnsSI5WBE61oohLW83bFrIGacA5od8IwJZ6DqMJVCjNXD6Rqpy%2FU1mWVO8wi%7Ctkp%3ABk9SR8bGlMzHZg,$84.99,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",Intel Core i5-7300U,,,,"15""",,LATITUDE 5580
"12"" DELL Laptop/Tablet PC: Intel i5 Quad Core! 8GB RAM! 256GB SSD! Windows 11!
Opens in a new window or tab",https://www.ebay.com/itm/116332233976?_skw=laptop&itmmeta=01K8YC54C0691XBDAZ3G9V3DER&hash=item1b15f104f8:g:q2AAAeSwKCho8R4G&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c7V7GK%2BbSAEoFAE4ZtxQS%2Bl3umIfoeIQ3Bk%2B46VIjolq26BLIHHN%2BGasc%2BomfEAsiRzcnFW%2F2bMzy5xCD4d4XS9wxN8j46T%2BDtswOAOfbr0FYrpqAKLdlAj%2F%2BHdavIqERUZiyYRDpAYMIiBUvVRAVSwJGTIbZAMQ%2FfZlvMNlgi4aA9rMrhUnIyRQQF%2FTcJmkq6WdZ%2FrEZdZKDqijEyUj0SvEVI2Kz7mEelHEGLAUOgWHFRMqecnQa00T1OoPJXXgQBx8sBGGDXMiwSpICW2iyf%7Ctkp%3ABk9SR8bGlMzHZg,$214.00,Good - Refurbished,Intel Core i5 8th Gen.,256 GB,Intel HD Graphics,,12 in,8 GB,Dell Latitude 7200
"Lenovo ThinkPad E455 14"" Laptop AMD A6-7000 8GB RAM 128GB SSD Windows 10 Pro
Opens in a new window or tab",https://www.ebay.com/itm/297723337363?_skw=laptop&itmmeta=01K8YC54C048NT1DB711T7NBBX&hash=item4551b19a93:g:3u8AAeSwMR5pA3pU&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fs%2BSBr5e%2Bjj2xAr%2FSeEKVSjrTXf%2F8Q1s29gIeGeXHsOFF2eXuoJ2snXGvwygdlgZXgd4bR9jBYvrfQdQv2zIjSJjmRX%2FA2odrmxlDPkTki3Pld36IV7jzBh8NOb40%2FZ7KSwZ0i1zfTQKT4nLNh1nEITlxuSRGUqRIfwRbg8LNBlWXGgpaGUTGhK9qFr8eVkFdgZNVszLz1BFMJq3IpG91%2FdEUGwRkV4J2PUmvCE%2BtvNkdH3S%2B3prHo0nk3urwRESuJ8yukEoa9213nmw%2FME%2F5M%7Ctkp%3ABk9SR8bGlMzHZg,$74.95,Used,AMD A6,128 GB,,,14 in,8 GB,Lenovo E455
"Lenovo Ideapad 310-15ISK 15.6"" Laptop - Core i7-6500U / 12GB / 120GB SSD Win 10
Opens in a new window or tab",https://www.ebay.com/itm/306573763630?_skw=laptop&itmmeta=01K8YC54C0TNRHVND27C9P2AMX&hash=item476138642e:g:tbMAAeSwDLNpAn-0&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ertyE9M15n%2Bo02FP%2FgRpLvrZjKQWJmspRWOj2NK%2BbSRU4MyibL7Rp3ajUkrSarhpCRFoX9wLaVsWhqO2j0BJfBWKE8CBTjmrXfsuQVslvSzBUK82%2F1qNSpc8jNXh4BwI%2FpsPD7CRChjQY1ZRRn5XP54UtI542CJHf7kd6j%2BLvD0FGqO6POVwBf2NxBS5rvYM0DmHlGWz5NUt2XoEaonveOAyUjoDBn7%2B9qoFeXwFR9zQ%3D%3D%7Ctkp%3ABk9SR8bGlMzHZg,$95.95,Used,Intel i7-6500U,120 GB,Intel HD Graphics,,15.6 in,12 GB,Lenovo IdeaPad 310
"Lenovo IdeaPad 14ITL05 Laptop Intel Core i3 1115G4 3.00GHZ 14"" 8GB RAM NO HDD
Opens in a new window or tab",https://www.ebay.com/itm/297629851089?_skw=laptop&itmmeta=01K8YC54C00F67CCZ37DG3EPEJ&hash=item454c1f1dd1:g:e-AAAeSwvsBo0anL&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cqXGxN6jR2%2F4heaE02%2BNdyT5ZD5%2BExeR52SSNzYeQSn%2FnZcScEu79wALCG4tRCikJrzSMIt3HfKn8ug9Ybg6j9Pr0Y9tmFfaiWREl0nptzeSmfCL3hzHjd9LJoLWGI6X%2BXYamPq6cX9%2FIIv%2Fssa2eFtwvHYdVTnjA8l1MgjmZkLsHTPMNjj%2ByQoxa%2BlBYYnwA7zY8u51XUPJjQQXENr2l4Dx0jw72Fb%2BkK9andaHk8Jw%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$64.99,Used,Intel Core i3 11th Generation,Not Applicable,,,14 in,,IdeaPad
"Dell Latitude 5300 i5-8365U @ 1.60GHz 8GB RAM 128GB SSD W10P LAPTOP READ DESC.
Opens in a new window or tab",https://www.ebay.com/itm/277475312999?_skw=laptop&epid=21043922617&itmmeta=01K8YC54C0VTWFAKMHFWN1NTHR&hash=item409ad14567:g:YpIAAeSwZUhpA8I1&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fXvpwpRkHYSZqf5jC%2Fu%2FpLfe5Hi%2BLh1OPLMtwcDYFdmoEfrPgbVL%2FfFDTLKXY8I01JhjM4ZaBslJ0mOdIbYBBDX7EJwlQatNkDujsnHCty0U1BkQFInc4jvz%2FXP9461P16AHWRXoQ4tF433sbxrbmUiyk%2BRcIhfHP67MoB3sjZc56iz5H3kfo1Y3UucGa3JS274MNs3zeNT9Yl4lpporUOMH05h%2BJPdt6%2BXt0QJm8a8g%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$85.00,Used,Intel Core i5-8365U,128 GB,Intel UHD Graphics 620,,13.3 in,8 GB,Dell 5300
"Microsoft Surface Laptop 2 14 Core i7 16GB 512GB Black 2018
Opens in a new window or tab",https://www.ebay.com/itm/297723732611?_skw=laptop&itmmeta=01K8YC54C0MNEXVNT602YGVVPZ&hash=item4551b7a283:g:j-YAAeSwjxBpA7E7&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1eunDowKCSH7zH%2FM1P3Lb7tB0vnP4XvNeeZiMNVy7t1mRI2e1lObz09vvXPD37NRW7xz00%2BepuViFSJ8s9gwAdc1EHvTbQwGNSWMwZtANbEaYRJZLARlJvTy7TtTiuzbFwyrUUlnJYOZr4r25hXVjWjwgMj18%2FBkiJv%2Fgnb41v0AO2TKUnMnREDVnsYd41pn%2BBb1%2FhBlmydtZ7KKTuZfKcSDL1Ig%2FpKhp2F8FbRCDonzYqDCYf%2BoLshod%2Fj9wItlPG85xVAeSnqVhb5811K2jFI%7Ctkp%3ABk9SR8jGlMzHZg,$154.99,Used,INTEL(R) CORE(TM) I7-8650U CPU @ 1.90GHZ,512GB,INTEL(R) UHD GRAPHICS 620,2018,"14""",16 GB,Surface Laptop 2
"Lenovo IdeaPad Slim 1-14AST-05 Model: 81VS Laptop/4GB/64GB SSD Win 10 Home
Opens in a new window or tab",https://www.ebay.com/itm/297723980275?_skw=laptop&itmmeta=01K8YC54C0BQG8R1S4R8N5X2PT&hash=item4551bb69f3:g:AZ4AAeSwXlRpA8fH&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fE38G7COAA%2FQOM%2FUq1uJyVCH%2FXHfxKHpH0xhGXIeZ6VXUYb1IoOk6Xbsw5th0wrXBRujeBGGdKpRLGX8VcWFOKbIklJW94vSlFNUjwWqkLIbE2NvHdh28jtgJ3isZ9x854%2FB71cg0Kmj6N%2B4TiX4b44k46GinMuGLeQ7sK%2Fl8%2FxAlAvozca6h5VgsXR2JkJEmAUHyZ2cnz8hL%2BXo5RIv%2BYnFm2dYRMlMEc%2FBBD1n7Z9g%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$65.95,Used,AMD A6-9220E,64 GB,AMD Radeon R4,,14.1 in,4 GB,Lenovo IdeaPad Slim 1-14AST-05
"HP ProBook 650 G1 15.6"" Core i7-4610M 3.00GHz 8GB NO HDD NO OS Laptop
Opens in a new window or tab",https://www.ebay.com/itm/297723934332?_skw=laptop&epid=1041103596&itmmeta=01K8YC54C0YSNWSSWH2QFZ9X4M&hash=item4551bab67c:g:dL8AAeSwCOBpA8Nl&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dGxorHWMoVrGLoZsjZcQGixFM9P3Bz1DNHJBdYjUuifejSI9KvFzz9fOX8y2SGgAWRx1ANRj%2BVrvqVSZyYngg7F5aZeSKpk7E%2BS03Ja2ydBCKu7KmoMAsgb5MePvr75NFO%2F6fWGeCHw1S%2BewYavlupacsP2Ue8a9fC3RYAe75uWSTDI%2F3rqU2dMwv2SH%2FRpuxPFj7m5cLNh%2Bc9zKXQW0ZLqfZc9LrUnaGnkFFsbERaIQ%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$69.95,Used,Intel Core i7 4th Gen.,,Intel HD Graphics,,15.6 in,8 GB,HP ProBook
"Lenovo Ideapad 5 15ITL05 15.6"" i7-1065G7 Touchscreen 12GB RAM 512GB SSD Win 11H
Opens in a new window or tab",https://www.ebay.com/itm/197813489244?_skw=laptop&itmmeta=01K8YC54C0WWB6V7JN5Q0RT46M&hash=item2e0e9a4e5c:g:0w0AAeSw5udpAnRU&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dDs2M72qdaFGUievMF5SwXbOEO0GywljJPdZOS%2BntC5gvZickhM83W8jbRLSTM9ijZ4Fm01nS1Xv2upauYCdXO9Ib0IUT0jkYiRtyuRAKTIAw%2FrSkGeeSlpUUWZ36pcGlNBoSsXzCj%2BqVq77hgLsJUblO5vsC8bnd1832FQ2QOGowqVrcRBIFSUXCIVrQoaEWo1hx2AeRvB7e6gtzpBA8Uv302nJVDZHttnORy8mGsB%2BIH1PCg2WUrHHKC6NQOHtCgfzezYAZXFXXmvWEapOO2%7Ctkp%3ABk9SR8jGlMzHZg,$175.00,Used,N/A,512 GB,Intel Iris Plus,,15.6 in,12 GB,Lenovo IdeaPad 5
"NEW LISTINGAlienware 15 R4 | i7-8750H | GTX 1070 | 16GB RAM | 512GB NVMe | LINUX | READ
Opens in a new window or tab",https://www.ebay.com/itm/227051421294?_skw=laptop&itmmeta=01K8YC54C02J1ZVFZZW4C28NJQ&hash=item34dd51be6e:g:ePUAAeSwiG5pA~8P&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dhIWFJSx6stjcw1dZDeDBqdd0AYFLu2APJCtA%2FAJjgXbXiZ9fKBLI0%2BJddpyhwyGV8Z6foJEKTwSZFe5CpveaWp4jFtBoDDBbuTq1sGF1KeXMWY%2FNL%2B2X4X6JaXw40%2FeQKhUiU%2BE4J%2BHpLEPRrmcupuykSrHXtTaViT6PazUWhUoueoVU6xf8CBUGwPP7Z4p%2BevbQq%2FCsGs3cFJkld4XqkGV3TOkUz1P%2BrViA8KOZnmA%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$280.00,Used,i7-8750H,512 GB,NVIDIA GeForce GTX 1070,,15.6 in,16 GB,Alienware 15 R4
"Lenovo ThinkBook 13s G2 ITL Laptop 13.3"" i5 1135G7 8GB RAM 256GB SSD Win 10
Opens in a new window or tab",https://www.ebay.com/itm/397211325019?_skw=laptop&itmmeta=01K8YC54C0S8SKEX7FYNFDD0W0&hash=item5c7ba3d25b:g:LcMAAeSwoS1pA-tr&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dl%2BffvqcF726v%2FuSyO15knh9Cxc6lu2E90t%2BMsNqFtPXZsqVK8KLZbcP3Q46YXgTdK1hQilYdLS%2BythCP077VpXMMjAsRMu2xRqVTYdh5kvZiB7Rwc6r%2FgfjkTMwsDdGAvyKApZI8GuJdr%2FMoyKwHp9O1k99RIJ4QkKrzu5hqzFsqhL%2Fp2BgFXjibIne8JxBhhq5Ysh2LkApfcEzH7%2FmwAS7gSMYrmXZRPQnqm2ummbg%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$185.99,Used,Intel Core i5 11th Gen.,256 GB,,,13.3 in,8 GB,Lenovo ThinkBook 13s G2 ITL
"Dell Latitude 5580 14” Laptop i3-7100u 2.4GHz 8GB Ram 256GB SSD Windows 11 Pro
Opens in a new window or tab",https://www.ebay.com/itm/317479694919?_skw=laptop&itmmeta=01K8YC54C0PPSNBSPAZ9T744W8&hash=item49eb43b247:g:cG0AAeSw7IhpAjfg&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fGCuQBtC4efnzZmI5NInG5dqjS9qq%2FpR4hgXCStCbH7li98GiGEV7RpSOXEFP9MJpfvzmoFDp8F3O0U4BBjMyG4J0cqnGsH98NBXbLah9yAEpxdE6ib5d32fQMuj0cAcEjC4efq4WvWFA1PJAaDwyd6j94jXZutCRC2qoPazNfslvYQvTlkclnxjfWvRvyWyHeTz%2BJHrebWpkJJHPaZgOJTIPOWhymhIvSYWpMnIixXQ%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$74.99,Used,I3-7100u,256 GB,Intel HD Graphics,,14 in,8 GB,Dell Latitude 5580
"Dell Laptop Latitude 5401 14"" i5-9400H 2.50GHz 16GB RAM
Opens in a new window or tab",https://www.ebay.com/itm/127456428272?_skw=laptop&itmmeta=01K8YC54C0W5YPXHD9GWGF185X&hash=item1dacfec0f0:g:uOQAAeSwNYVpABEE&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fmSUrlioPqIKNPWbk4Rr4%2Fj%2FagFzFz6y3mrL%2B7VAFgpsbJjaVJZwNCRx5mOJ%2B%2FRfPF2Rs91Bzpwg2RuYwB6ukXlskCraVCOJYeMTE3ekVWRROLsN0KMZQzj83OB5axBmIFreus%2B389YnBL4TVSPqroM5KI3jWYzWDdOxpNQVz1GH30IBFNOE61H1ROzynsUwrOugF05%2BLD61nNxFUKm5CWtmNYsst2%2BjLu9diFM%2Buo1g%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$104.99,Used,Intel Core I5-9400H,,Intel UHD Graphics 630,,"14""",16 GB,Dell Latitude 5401
"DELL LATITUDE E5530 Laptop Intel i5-3210M @2.50GHz, 8GB RAM, 500GB HDD, Win11Pro
Opens in a new window or tab",https://www.ebay.com/itm/136679399260?_skw=laptop&itmmeta=01K8YC54C03J0PR4Y59SE7NACG&hash=item1fd2ba1f5c:g:1n8AAeSw6UhpAk6r&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cDA5GgQjeujFUvpPuGjWSe41kRWshUEwOfcRarYS9csxg7lzMrvghbSb7%2B%2F1%2Bv2H7smXYJWK%2FQY7xDsHMwaUsiQ3uSuDlbq91aNH3gQBJ2GO3dWnKaub%2BeRC5KgW8zHHVxl53fCcYSfAACnFPDxq7StkJ%2FghJC3Iz3jNNfZzTDtxdCURSQL78UdKwtHiy%2B5fIso36kEnthpUy7n5XhejpKO%2BauqVRG9PMqMYALngWf%2BhisfiCoDgZKuHFQu9MIe5KlZvTS0ZYXU105nHa9ZNo6%7Ctkp%3ABk9SR8jGlMzHZg,$49.99,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... Read more
about the condition",Intel Core i5 3rd Gen.,,Intel HD Graphics,,"15.6""",8 GB,Dell Latitude E5530
"Lenovo IdeaPad 1 14IAU7 i3-1215U 1.2GHz 250GB SSD 16GB DDR4 Silver Laptop Good
Opens in a new window or tab",https://www.ebay.com/itm/177535025385?_skw=laptop&itmmeta=01K8YC54C0D229WXPN25TXG3QV&hash=item2955e980e9:g:ic8AAeSwg~No1o8F&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eFJe3Xq1NicDOp%2FvGnp9t8ddoa3VDbY6jzk64plPLjc7yub%2BD%2Be12Pi0EUSIO7yrTRb2ISdbs6G6Zd%2Fbv98GX2ttslChLeLFEWJvTA0U4MdIHr1%2BLDyvwn22GWGLQEY52bO4r%2BSac1VAAUd9cBONbMa8YkNG6SVEKzjimljnXPNQjzxYVnK%2BzLGNfp0rfcZwfZNs7jkbJKyFsnDjjbuTxEwLmerqjH8RwbikR6Fn59rw%3D%3D%7Ctkp%3ABk9SR8jGlMzHZg,$151.00,Used,i3-1215U,250 GB,Intel UHD Graphics,,"14.7""",16 GB,Lenovo 1
"Dell Precision 3551 Laptop 15.6” FHD Core i7 16GB RAM 512GB SSD Win 11 NVIDIA
Opens in a new window or tab",https://www.ebay.com/itm/286367499892?_skw=laptop&itmmeta=01K8YC54C0F2Q58V79798SM53Y&hash=item42acd54674:g:an8AAeSwfH1o3Mxu&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1cL8oiMvziG%2FUvuQgW0xidxca6OlGsL49PsQWTSxYIP2EslqMtfk9pdY5YjqU5ftp22Mzo5bDhrnTFltkAwZzbv1PcHPYwkAffxT2AejTm9rJIHminez6pS82WdnTXZE2Y9aLcsFEypj4v0AjolG1s6A6jiXa6IXsMd0p2puV754QF4G63rLIfUQozuYSvWpsYy%2B55pL6DNGwr8e960RN8fVHWX46xG85JO6xKcb962dw%3D%3D%7Ctkp%3ABlBMUMjGlMzHZg,$352.02,Good - Refurbished,Intel Core i7-10850H,512 GB,NVIDIA Quadro P620,2020,15.6 in,16 GB,Dell Precision 3551
"2025 Newest HP Laptop 14"" Quad-Core Intel Processor Up to 16GB RAM 384GB Storage
Opens in a new window or tab",https://www.ebay.com/itm/116623891601?_skw=laptop&itmmeta=01K8YC54C0F433SEGB0ZJZ4HEW&hash=item1b27535c91:g:T2IAAOSw3AZoN4Kk&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1feTL0CKtO3GQ2%2BfSnHjixr3t3UttWw37qAb97NTOl9HvOlC%2BFORhRehmzot8hycOqmREs%2B55EBIu1FuebxnpaYc%2FBiOV8RgW9NSQY23PRm%2FjhialHakXqF84sv5laDKBhpgr6CT8nNSS1LKhVY%2BxbZE5vV1%2B1drJbDZ52L%2FyjF%2BEO3AjVhPWZ9ZhjoSJDl078e1G6t9iEQjtbS%2BnifrRwL8T9sx6Suh1cjWK9PdbEahg%3D%3D%7Ctkp%3ABlBMUMjGlMzHZg,$269.00,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ... Read more
about the condition",Intel Processor N150,384 GB,Intel Graphics,2025,14 in,Up to 16 GB,HP Flagship
